Name,Result
ADLIBIO_TO_FUEL,0.07969047735100047
ADLIBIO_TO_HVC,2.1466190781273832e-08
AMMONIA_STORAGE,0.00016287532735128086
AMMONIA_TO_H2,1.0012870759835104e-08
ATM_CCS,1.9910010005010367e-09
BATT_LI,3.713257000828014e-07
BEV_BATT,0.0
BIOMASS_TO_METHANOL,6.7229278449652595e-09
BIOMETHANATION,3.1680499409397395e-07
BIO_HYDROLYSIS,0.15891995149208038
BOAT_FREIGHT_DIESEL,1.7287516640778407e-07
BOAT_FREIGHT_METHANOL,0.6840655813242037
BOAT_FREIGHT_NG,6.915006656311363e-08
BUS_COACH_CNG_STOICH,1.423285745991397
BUS_COACH_DIESEL,1.1714323623746698e-08
BUS_COACH_ELECTRIC,8.583083148421308e-09
BUS_COACH_FC_HYBRIDH2,4.291541574210654e-09
BUS_COACH_HYDIESEL,5.794845554962707e-09
CAR_BEV,13.145525095566192
CAR_DIESEL,6.656933377209571e-09
CAR_FUEL_CELL,2.6514915114864144e-09
CAR_GASOLINE,5.461137527219883
CAR_HEV,6.490523683410846e-09
CAR_METHANOL,6.765595031932844e-09
CAR_NG,6.606446771557647e-09
CAR_PHEV,2.4628154977579007e-06
CCGT,5.0451121719675676e-08
CCGT_AMMONIA,1.3346857193716686e-08
CO2_STORAGE,1.4286112746828695e-05
COAL_IGCC,0.0
COAL_US,0.0
DEC_ADVCOGEN_GAS,5.979297334279689e-09
DEC_ADVCOGEN_H2,3.9861982228531255e-09
DEC_BOILER_GAS,1.5091639309842745e-07
DEC_BOILER_OIL,1.1318729482382059e-07
DEC_BOILER_WOOD,5.014076799232717e-08
DEC_COGEN_GAS,2.0151473103428597e-08
DEC_COGEN_OIL,2.0151473103428597e-08
DEC_DIRECT_ELEC,1.0893146856180925e-06
DEC_HP_ELEC,0.9738022579846584
DEC_SOLAR,1.9340860859634808e-07
DEC_THHP_GAS,0.13866937094163811
DHN,0.0
DHN_BOILER_GAS,0.0
DHN_BOILER_OIL,0.0
DHN_BOILER_WOOD,3.843092371155971e-08
DHN_COGEN_BIO_HYDROLYSIS,3.816339697212208e-09
DHN_COGEN_GAS,0.12002227681683625
DHN_COGEN_WASTE,3.291368537791203e-09
DHN_COGEN_WET_BIOMASS,6.7108278260820985e-09
DHN_COGEN_WOOD,1.2532845587092074e-08
DHN_DEEP_GEO,0.0
DHN_HP_ELEC,0.21845302570207978
DHN_SOLAR,1.5331170193612956e-08
DIESEL_STORAGE,0.10735816898044905
EFFICIENCY,0.0
GASIFICATION_SNG,0.0
GASOLINE_STORAGE,18.688617111927503
GAS_STORAGE,16.370214558422827
GAS_TO_HVC,2.1466190781273832e-08
GEOTHERMAL,0.0
GRID,0.01739184809532103
H2_BIOMASS,0.011656076871029429
H2_ELECTROLYSIS,5.9089832607471795e-08
H2_STORAGE,0.010973902081183531
HABER_BOSCH,5.630923275979576e-08
HYDRO_RIVER,0.003132682840277923
INDUSTRY_CCS,0.0
IND_BOILER_COAL,0.1626016797752818
IND_BOILER_GAS,0.4734475833579033
IND_BOILER_OIL,2.467560281368995e-07
IND_BOILER_WASTE,0.1612527641124843
IND_BOILER_WOOD,1.2548994866918649e-07
IND_COGEN_GAS,0.10370565570415664
IND_COGEN_WASTE,3.291368537791203e-09
IND_COGEN_WOOD,1.3452428752108171e-08
IND_DIRECT_ELEC,0.013194868786891958
LFO_STORAGE,0.1608343142921668
METHANE_TO_METHANOL,5.602439870804383e-10
METHANOL_STORAGE,0.00021511292327692353
METHANOL_TO_HVC,0.26759254339000293
NUCLEAR,0.0
OIL_TO_HVC,4.5615655410206895e-08
PHEV_BATT,4.694617779618274e-06
PHS,0.10672223771064422
PV,1.698389284678348
REDIFUEL,2.043325437230586e-09
SMR,0.0
SYN_METHANATION,1.239655801924807e-08
SYN_METHANOLATION,8.403659806206575e-09
TRAIN_FREIGHT,0.18822746118875838
TRAIN_PUB,2.0796814327892924e-08
TRAMWAY_TROLLEY,0.30531894780514235
TRUCK_DIESEL,2.369490418510222
TRUCK_ELEC,1.1160058710095925e-07
TRUCK_FUEL_CELL,4.7985528490914226e-09
TRUCK_METHANOL,0.9038867854123727
TRUCK_NG,0.0
TS_DEC_ADVCOGEN_GAS,3.2301034990015084e-06
TS_DEC_ADVCOGEN_H2,3.2301034990015084e-06
TS_DEC_BOILER_GAS,3.2301034990015084e-06
TS_DEC_BOILER_OIL,3.2301034990015084e-06
TS_DEC_BOILER_WOOD,3.2301034990015084e-06
TS_DEC_COGEN_GAS,3.2301034990015084e-06
TS_DEC_COGEN_OIL,3.2301034990015084e-06
TS_DEC_DIRECT_ELEC,3.2301034990015084e-06
TS_DEC_HP_ELEC,3.0149073418095615
TS_DEC_THHP_GAS,0.248520327465271
TS_DHN_DAILY,2.0390028337447023e-05
TS_DHN_SEASONAL,28.045460439112137
TS_HIGH_TEMP,0.13190713094431855
WIND_OFFSHORE,0.21605913894570894
WIND_ONSHORE,0.36882965392789546
