source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,1.24,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,10.12,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.10,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.20,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,8.96,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,62.23,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,Freight,12.42,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gasoline,Gasoline,11.18,Gasoline,#808080,TWh
Gasoline,Mob priv,-11.18,Gasoline,#808080,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,116.72,Gas,#FFD700,TWh
Gas Prod,Gas sto.,1.97,GAS,#FFD700,TWh
Gas sto.,Gas,1.93,GAS,#FFD700,TWh
Gas Prod,Gas,14.40,GAS,#FFD700,TWh
Gas,Mob public,14.17,GAS,#FFD700,TWh
Gas,CHP,97.12,GAS,#FFD700,TWh
Gas,HPs,8.07,GAS,#FFD700,TWh
Gas,Boilers,13.69,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.90,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Coal,Boilers,16.09,Coal,#A0522D,TWh
Solar,Elec,38.28,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,23.40,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.37,GAS,#FFD700,TWh
Biomethanation,Elec,1.53,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,1.42,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.06,Electricity,#00BFFF,TWh
Elec,Curt.,1.02,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,0.47,Solar,#FFFF00,TWh
Wind,Curt.,4.07,Wind,#27AE34,TWh
Elec,Storage,1.05,Electricity,#00BFFF,TWh
Storage,Elec demand,0.79,Electricity,#00BFFF,TWh
Elec,HPs,30.77,Electricity,#00BFFF,TWh
Elec,HT sto,1.03,Electricity,#00BFFF,TWh
HT sto,Heat HT,1.02,Heat HT,#DC143C,TWh
Elec,Heat HT,-0.86,Electricity,#00BFFF,TWh
H2 prod,H2,10.12,H2,#FF00FF,TWh
CHP,Elec,44.00,Electricity,#00BFFF,TWh
CHP,DHN,8.47,Heat LT,#FA8072,TWh
CHP,Heat HT,34.94,Heat HT,#DC143C,TWh
HPs,Dec. sto,14.49,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,62.04,Heat LT,#FA8072,TWh
HPs,DHN,37.19,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.41,Heat LT,#FA8072,TWh
Boilers,Heat HT,40.48,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,33.60,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,10.92,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,10.71,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
